Page_ID,Page_name,Disclaimer,Amount_spent(INR),Number_of_ads_in_Library
1.01761E+14,mrsunny14,These ads ran without a disclaimer,≤100,1
3.01119E+14,_rourkela_politics,These ads ran without a disclaimer,≤100,2
1.06499E+14,Chandu Yadav Kolluri,These ads ran without a disclaimer,≤100,1
1.06503E+14,harry__bachhal,These ads ran without a disclaimer,≤100,1
1.69199E+14,Adv Paramaram Moond,These ads ran without a disclaimer,≤100,1
1.03022E+14,Maxaidhospitals,These ads ran without a disclaimer,≤100,1
1.70813E+15,T News অসম,These ads ran without a disclaimer,≤100,1
1.02489E+14,ElectroSun Solar Energy Pvt. Ltd.,These ads ran without a disclaimer,≤100,1
1.07925E+14,Prashant Prabhakar Dhumal,These ads ran without a disclaimer,≤100,2
3.23176E+14,Mentadaycpvoiceofyouth,These ads ran without a disclaimer,≤100,1
2.06241E+14,Niranjan Singh,These ads ran without a disclaimer,≤100,1
1.03566E+14,Eevara Clinic,These ads ran without a disclaimer,≤100,2
2.86677E+14,morena jila khadi avam gram udyog sang,These ads ran without a disclaimer,≤100,1
1.11937E+14,Upscale - School of Advertising,These ads ran without a disclaimer,≤100,1
1.1058E+14,deepak_bhardwaj3556,These ads ran without a disclaimer,≤100,2
1.05529E+14,Sanjay Gaikwad - संजय गायकवाड,These ads ran without a disclaimer,≤100,1
1.11869E+14,टीम धर्मेन्द्र सिंह रावत,These ads ran without a disclaimer,≤100,1
1.01218E+14,Chandigarh Needs Congress,These ads ran without a disclaimer,≤100,1
3.26988E+14,Adv Naman Srivastava,These ads ran without a disclaimer,≤100,1
3.07144E+14,old coin company sahi process,These ads ran without a disclaimer,≤100,1
2.88369E+14,Ashwinsinh K Zala,These ads ran without a disclaimer,≤100,1
3.29864E+14,Ankush Rathod,These ads ran without a disclaimer,≤100,1
3.29374E+14,old coin company.,These ads ran without a disclaimer,≤100,1
2.67223E+14,answerflix,These ads ran without a disclaimer,≤100,1
1.9593E+14,aditya_kadam_7770_,These ads ran without a disclaimer,≤100,1
2.60986E+14,Apollo Hospitals Vizag,These ads ran without a disclaimer,≤100,2
1.00809E+14,Brew Waves,These ads ran without a disclaimer,≤100,1
1.04253E+14,Sara Mendes,These ads ran without a disclaimer,≤100,1
2.75324E+14,Sanjay Satav,These ads ran without a disclaimer,≤100,1
2.86295E+14,ashishjagtap89,These ads ran without a disclaimer,≤100,1
1.05517E+14,Prateek Rajkumar Sharma,These ads ran without a disclaimer,≤100,2
1.18318E+15,Ashok Jewels,These ads ran without a disclaimer,≤100,1
2.12148E+15,Dr. Gurmej Singh Gonder,These ads ran without a disclaimer,≤100,2
1.12422E+14,samim.aftab,These ads ran without a disclaimer,≤100,1
2.70634E+14,sunUp Enterprises,These ads ran without a disclaimer,≤100,2
3.08149E+14,naina_singh_sp,These ads ran without a disclaimer,≤100,2
1.05296E+14,FutureCare,These ads ran without a disclaimer,≤100,1
3.16093E+14,Peoples Conference Bandipora,These ads ran without a disclaimer,≤100,1
1.06131E+14,Anirudh Suri,These ads ran without a disclaimer,≤100,1
1.07439E+14,Vivekananda Institute of Advanced Studies -VIAS,These ads ran without a disclaimer,≤100,1
5.88441E+14,Thinking Ink Studio,These ads ran without a disclaimer,≤100,1
1.02428E+14,Nashik Institute of Hotel Management,These ads ran without a disclaimer,≤100,1
2.53058E+14,Indian coin currency contact me +91 9289705382,These ads ran without a disclaimer,≤100,1
1.02483E+14,The Alchemist,These ads ran without a disclaimer,≤100,1
1.11146E+14,Kommineni Mastan Chowdary,These ads ran without a disclaimer,≤100,5
2.88634E+14,R.k.solar,These ads ran without a disclaimer,≤100,1
5.48565E+14,Vidyapati Public School,These ads ran without a disclaimer,≤100,1
3.43532E+14,Ramkumar,These ads ran without a disclaimer,≤100,1
1.11125E+14,Chetan Uddhav Shewale,These ads ran without a disclaimer,≤100,1
1.20195E+14,Rakesh Thakur,These ads ran without a disclaimer,≤100,1
2.29673E+14,Satish Shukla,These ads ran without a disclaimer,≤100,1
3.35841E+14,job service,These ads ran without a disclaimer,≤100,1
2.49834E+14,True Stories,These ads ran without a disclaimer,≤100,1
1.08622E+14,Sure Ear,These ads ran without a disclaimer,≤100,1
1.27164E+14,madhvameipsa,These ads ran without a disclaimer,≤100,1
2.89115E+14,Growth Makers,These ads ran without a disclaimer,≤100,1
2.22374E+14,Vikram Parihar,These ads ran without a disclaimer,≤100,1
2.47296E+14,Manish Dubey,These ads ran without a disclaimer,≤100,2
2.8104E+14,i.so_boy_jai_j,These ads ran without a disclaimer,≤100,1
2.61099E+14,pm kusum yojana,These ads ran without a disclaimer,≤100,1
1.02755E+14,IEC Electric Power Ltd,These ads ran without a disclaimer,≤100,1
2.80032E+14,drramniwas_medicine,These ads ran without a disclaimer,≤100,1
1.01798E+14,Maneeza Ahuja,These ads ran without a disclaimer,≤100,1
1.02027E+14,i_m_zain_46,These ads ran without a disclaimer,≤100,1
2.31302E+15,Mayur.G.Gohil,These ads ran without a disclaimer,≤100,1
1.01912E+14,Ku. Gayatri Rajendra Purohit,These ads ran without a disclaimer,≤100,1
1.12566E+15,Naimittik,Naimittik,≤100,2
2.70537E+14,Financial Services,These ads ran without a disclaimer,≤100,1
1.09503E+14,The News Update,These ads ran without a disclaimer,≤100,2
1.127E+14,Amn News Network,These ads ran without a disclaimer,≤100,1
2.00373E+14,UP khabar hindi,These ads ran without a disclaimer,≤100,1
1.48216E+14,सांवलसिह राठौड़ बलाई,These ads ran without a disclaimer,≤100,1
1.11538E+14,Aaba Shilimkar for Parvati,These ads ran without a disclaimer,≤100,1
2.53683E+14,daddyandtwins,These ads ran without a disclaimer,≤100,1
8.56872E+14,Chemdist Group,These ads ran without a disclaimer,≤100,1
1.00808E+14,shri.ram_digitals,These ads ran without a disclaimer,≤100,1
1.16296E+14,Telugu Desam Party: Mylavaram,Telugu Desam Party,≤100,1
1.06397E+14,"Ramakrishna Mission Vidyamandira, Belur Math, Howrah",These ads ran without a disclaimer,≤100,1
1.146E+14,zeyauddin_alam0786,These ads ran without a disclaimer,≤100,1
1.07583E+14,Komiker,These ads ran without a disclaimer,≤100,1
1.0574E+14,The Raahat Project,These ads ran without a disclaimer,≤100,1
9.26664E+14,Kadubandi SrinivasRao MLA,These ads ran without a disclaimer,≤100,1
2.88784E+14,Car O Bar India,These ads ran without a disclaimer,≤100,2
1.10909E+14,"Deepam Banerjee, BJP Ranchi-Jharkhand",These ads ran without a disclaimer,≤100,1
3.44542E+14,Aadyam Handwoven,These ads ran without a disclaimer,≤100,1
1.0335E+14,அங்கனூர் சிவா,These ads ran without a disclaimer,≤100,2
2.7851E+14,Dc Mahadevaswamy Depapura,These ads ran without a disclaimer,≤100,1
2.06979E+14,Sunny ai,These ads ran without a disclaimer,≤100,1
1.24748E+14,Anna Ki Idli,These ads ran without a disclaimer,≤100,2
2.61776E+14,harshbawa0098,These ads ran without a disclaimer,≤100,3
1.13917E+14,heiseverythingmess,These ads ran without a disclaimer,≤100,1
1.00648E+14,Nilesh Ghare,These ads ran without a disclaimer,≤100,1
1.05336E+14,Theni Cancer Institute,These ads ran without a disclaimer,≤100,1
2.06846E+15,Manisha Manoj Sharma,These ads ran without a disclaimer,≤100,2
1.58433E+14,Jaico Publishing House (India),These ads ran without a disclaimer,≤100,1
2.16887E+14,zerowastenoida,These ads ran without a disclaimer,≤100,1
2.63854E+14,Pranat Tudu,These ads ran without a disclaimer,≤100,1
1.16132E+14,hotelhimanischandigarh,These ads ran without a disclaimer,≤100,1
2.78179E+14,brijbihari_sarkar,These ads ran without a disclaimer,≤100,3
1.00238E+14,asim___119,These ads ran without a disclaimer,≤100,1
2.39225E+14,gaurav___2208,These ads ran without a disclaimer,≤100,1
1.01197E+14,Real Mudra Info,These ads ran without a disclaimer,≤100,1
2.53996E+14,LIVE ASSAM 24,These ads ran without a disclaimer,≤100,1
2.52177E+14,निखिल खंदारे,निखिल खंदारे,≤100,1
2.61718E+14,the_excellent_promoters,These ads ran without a disclaimer,≤100,1
1.01558E+14,nitishhh_reddy,These ads ran without a disclaimer,≤100,2
1.07367E+14,Jaspreet Goraya,These ads ran without a disclaimer,≤100,1
3.32454E+14,All India jobs service,These ads ran without a disclaimer,≤100,1
3.38541E+14,the_podbites,These ads ran without a disclaimer,≤100,1
1.86003E+14,Jaydeep Prakashrao Rode,These ads ran without a disclaimer,≤100,1
1.14879E+14,दिल की आवाज,These ads ran without a disclaimer,≤100,1
1.08287E+14,Jaagruk_Bharat,These ads ran without a disclaimer,≤100,1
1.1001E+14,Himanshu Krishna Bhardwaj,These ads ran without a disclaimer,≤100,1
2.22318E+14,thekhabarwallah,These ads ran without a disclaimer,≤100,1
1.12624E+14,Ikramul Rahman,These ads ran without a disclaimer,≤100,1
1.09197E+14,Mla Jashpalsinh Padhiyar,These ads ran without a disclaimer,≤100,1
3.2991E+14,indian.nukkad,These ads ran without a disclaimer,≤100,3
1.07645E+14,Координационный совет,These ads ran without a disclaimer,≤100,2
2.53848E+14,Old coin campnye sahie parross,These ads ran without a disclaimer,≤100,1
1.54881E+11,CarWale,These ads ran without a disclaimer,≤100,1
1.03339E+14,Anaisol Business Consultants,These ads ran without a disclaimer,≤100,1
1.09338E+14,himanshuprakashmodanwal,These ads ran without a disclaimer,≤100,1
1.03188E+14,Sonu Dhakkar,These ads ran without a disclaimer,≤100,3
1.07122E+14,maruticomputer01,These ads ran without a disclaimer,≤100,1
1.04484E+14,Kaushik Chaudhary,Kaushik Chaudhary,≤100,1
2.90424E+14,मानवाधिकार और बाल विकास विंग - राष्ट्रीय,These ads ran without a disclaimer,≤100,1
2.64155E+14,ahmednagar_troll,These ads ran without a disclaimer,≤100,2
1.03942E+14,ramuchoudharyksg,These ads ran without a disclaimer,≤100,3
2.02161E+14,kiranc_speaks,These ads ran without a disclaimer,≤100,1
2.72969E+14,old coin company,These ads ran without a disclaimer,≤100,1
1.26778E+14,Financial Services,These ads ran without a disclaimer,≤100,1
1.1497E+14,Thilak,These ads ran without a disclaimer,≤100,2
1.02988E+14,lal_chand_s_tigar_baytu,These ads ran without a disclaimer,≤100,1
1.0551E+14,neelam_simplyamazing_fit_80_20,These ads ran without a disclaimer,≤100,1
1.03263E+14,Kaniska Sarkar,These ads ran without a disclaimer,≤100,1
1.09874E+14,Badrilal anjana Team mandsaur,These ads ran without a disclaimer,≤100,1
1.53157E+15,拾方視角,These ads ran without a disclaimer,≤100,3
1.08626E+14,Agri Chef,These ads ran without a disclaimer,≤100,1
1.82255E+14,hotelmaitri.official,These ads ran without a disclaimer,≤100,1
1.04103E+14,Madhvi Madhukar Jha,These ads ran without a disclaimer,≤100,2
1.0049E+14,suhani.creations_,These ads ran without a disclaimer,≤100,1
1.31591E+14,Makoons Rajendra Nagar Gorakhpur,These ads ran without a disclaimer,≤100,1
1.2265E+14,Arun Kumar,These ads ran without a disclaimer,≤100,1
1.71897E+14,alkher bank,These ads ran without a disclaimer,≤100,2
1.06598E+14,Bhagat Deora,These ads ran without a disclaimer,≤100,1
1.27887E+14,gs_gill07,These ads ran without a disclaimer,≤100,3
1.02939E+14,Ashok Gajula,These ads ran without a disclaimer,≤100,1
1.12287E+14,official_divyansh_9368,These ads ran without a disclaimer,≤100,2
2.80271E+14,piesandthighsranchi,These ads ran without a disclaimer,≤100,1
2.62123E+14,Habib Abusan,These ads ran without a disclaimer,≤100,1
1.02848E+14,Debdas Ranajit,These ads ran without a disclaimer,≤100,2
1.05144E+14,Velo Studio,These ads ran without a disclaimer,≤100,1
2.89472E+14,Re mhajya manaa,These ads ran without a disclaimer,≤100,1
1.11152E+14,sharadchoudharay,These ads ran without a disclaimer,≤100,1
1.11048E+14,catalyst.rachana,These ads ran without a disclaimer,≤100,1
2.36096E+14,sarkariyojana11,These ads ran without a disclaimer,≤100,1
1.04496E+14,gouri_singla_,These ads ran without a disclaimer,≤100,1
3.36495E+14,old coin company Sahi process,These ads ran without a disclaimer,≤100,1
1.10303E+14,gauravbansal315,These ads ran without a disclaimer,≤100,1
1.01849E+14,Sanjeev Kumar,These ads ran without a disclaimer,≤100,1
1.62296E+14,Dream Chase Scholarships,These ads ran without a disclaimer,≤100,7
2.58552E+14,basicfundaaa,These ads ran without a disclaimer,≤100,2
1.68783E+14,sairathansunny,These ads ran without a disclaimer,≤100,1
1.21605E+14,hujju_555,These ads ran without a disclaimer,≤100,1
1.52559E+15,Lazyshots,These ads ran without a disclaimer,≤100,1
1.04216E+14,मानवाधिकार और बाल विकास विंग,These ads ran without a disclaimer,≤100,1
2.42223E+14,Sarpreet Soni Nafryia,These ads ran without a disclaimer,≤100,1
1.02905E+14,cadetjanu,These ads ran without a disclaimer,≤100,1
2.28716E+14,Vitrocare,These ads ran without a disclaimer,≤100,1
1.24067E+14,manishavastrakarmohre,These ads ran without a disclaimer,≤100,1
3.00624E+14,"Er. Tarun Kumar-NRI standard, Future Politics",These ads ran without a disclaimer,≤100,1
1.10964E+14,Shiva Shakthi Astrology Centre,These ads ran without a disclaimer,≤100,1
1.13995E+14,Vijayakrishnam Raju,These ads ran without a disclaimer,≤100,1
2.6613E+14,Priitpal Singh Antal,These ads ran without a disclaimer,≤100,2
1.22108E+17,Amrendra Kumar Chaudhary,These ads ran without a disclaimer,≤100,1
1.06889E+14,Naresh Uniyal,These ads ran without a disclaimer,≤100,1
1.0824E+14,Gogo74,These ads ran without a disclaimer,≤100,2
1.03395E+14,We support satpal paliya,These ads ran without a disclaimer,≤100,2
1.08884E+14,Bhoopesh Azad,These ads ran without a disclaimer,≤100,1
3.0068E+14,crab.200763,These ads ran without a disclaimer,≤100,1
1.09067E+14,விஜய் சீத்தாராமன்,These ads ran without a disclaimer,≤100,1
1.04684E+14,"Welcomhotel by ITC Hotels, Devee Grand Bay, Visakhapatnam",These ads ran without a disclaimer,≤100,1
3.18659E+14,old coin company purana sikka note khareed super sent guarantee ke sath,These ads ran without a disclaimer,≤100,2
2.27235E+14,the.eyewhispers,These ads ran without a disclaimer,≤100,1
1.26723E+14,Manmath Kumar Routray,These ads ran without a disclaimer,≤100,2
9.62626E+14,DSMS Group of Institutions,These ads ran without a disclaimer,≤100,1
8.02991E+14,Sri Sai Patham Hospitals,These ads ran without a disclaimer,≤100,1
2.60273E+14,virenderrawatuk,These ads ran without a disclaimer,≤100,1
1.34266E+14,cricket_analyst0304,These ads ran without a disclaimer,≤100,1
1.12114E+14,abhishek.s.cre,These ads ran without a disclaimer,≤100,1
2.60957E+14,𝕠𝕟𝕝𝕚𝕟𝕖  𝕗𝕚𝕟𝕒𝕟𝕔𝕖,These ads ran without a disclaimer,≤100,1
1.11848E+14,rao_chanuu,These ads ran without a disclaimer,≤100,1
1.1521E+14,aadity_adii,These ads ran without a disclaimer,≤100,1
3.04966E+14,itss_sofiiii_,These ads ran without a disclaimer,≤100,1
2.65878E+14,ku88541,These ads ran without a disclaimer,≤100,1
1.09468E+14,sakil_sama_official,These ads ran without a disclaimer,≤100,1
1.06392E+14,Siang Voice,These ads ran without a disclaimer,≤100,1
3.03418E+14,amitagarwalfans,These ads ran without a disclaimer,≤100,1
2.06402E+15,R R Lintang,These ads ran without a disclaimer,≤100,2
2.19911E+14,Shri Krishna mobile,These ads ran without a disclaimer,≤100,1
1.14306E+14,fauji__chandan,These ads ran without a disclaimer,≤100,1
1.23123E+14,Gajendra Mishra,These ads ran without a disclaimer,≤100,1
1.04817E+14,Samayu,These ads ran without a disclaimer,≤100,1
1.14019E+14,சேப்பாக்கம் ஸ்ரீ அஇஅதிமுக,These ads ran without a disclaimer,≤100,1
1.03423E+14,karan_life.style,These ads ran without a disclaimer,≤100,1
1.63898E+15,HariOm Homoeo Kalyanpur,These ads ran without a disclaimer,≤100,1
1.09658E+14,Dharmendra Patel Spg,These ads ran without a disclaimer,≤100,1
1.20803E+14,Kamla Bhasin Awards for Driving Gender Equality,These ads ran without a disclaimer,≤100,2
1.09582E+14,Rajendra Jhuria,These ads ran without a disclaimer,≤100,1
3.86273E+14,Aayushman Creations,These ads ran without a disclaimer,≤100,1
1.17224E+14,Pradeep Kumar,These ads ran without a disclaimer,≤100,1
1.07269E+14,Quality Solar,These ads ran without a disclaimer,≤100,1
1.08615E+14,iamabhijeet1,These ads ran without a disclaimer,≤100,1
1.09763E+14,e-Mission Punjabi,These ads ran without a disclaimer,≤100,1
1.05567E+14,Pandeeswari R,These ads ran without a disclaimer,≤100,2
1.91046E+14,Merryland Academy,These ads ran without a disclaimer,≤100,1
1.01158E+14,Focalyt,These ads ran without a disclaimer,≤100,2
2.875E+14,ejjrhdh,These ads ran without a disclaimer,≤100,1
1.01587E+14,Ashpak Patel,These ads ran without a disclaimer,≤100,2
1.38518E+14,Nonie Singh,These ads ran without a disclaimer,≤100,1
1.09545E+14,bcci_winnig_report_originals,These ads ran without a disclaimer,≤100,1
1.88526E+14,greencove_,These ads ran without a disclaimer,≤100,1
3.33175E+14,Team Kunal Solanki,These ads ran without a disclaimer,≤100,1
1.09817E+14,team_navdeep_nabbi,These ads ran without a disclaimer,≤100,2
1.05728E+14,Mahesh Mordia,These ads ran without a disclaimer,≤100,1
2.83681E+14,GM Modular Pvt Ltd,These ads ran without a disclaimer,≤100,1
1.02251E+14,rohan__thakur_0011,These ads ran without a disclaimer,≤100,1
1.76518E+14,Mr Gejja Ram Valmiki,These ads ran without a disclaimer,≤100,2
1.33848E+14,Embellish Aesthetics,These ads ran without a disclaimer,≤100,1
2.88333E+14,KadapaKi Awaz,These ads ran without a disclaimer,≤100,1
2.85703E+14,Aligarhwalamukul,These ads ran without a disclaimer,≤100,1
1.09144E+14,Abhishek Yadav Abhiraj,These ads ran without a disclaimer,≤100,2
1.221E+17,Satish Rathee,These ads ran without a disclaimer,≤100,1
1.62029E+14,Life mjo,These ads ran without a disclaimer,≤100,1
1.14618E+14,Poojara Telecom,These ads ran without a disclaimer,≤100,1
1.77266E+15,SPRF India,These ads ran without a disclaimer,≤100,1
2.02446E+14,Affairs - the Current one,These ads ran without a disclaimer,≤100,1
1.01847E+14,समाज सेवी संयम जैन,These ads ran without a disclaimer,≤100,1
1.01316E+14,Surendra Nishad,These ads ran without a disclaimer,≤100,2
2.21882E+14,திருச்சி தெற்கு மாவட்ட திமுக,These ads ran without a disclaimer,≤100,1
1.0407E+14,Obynic Comedy 4 Life,These ads ran without a disclaimer,≤100,1
2.09053E+14,Simone Federico & Figli,These ads ran without a disclaimer,≤100,2
1.06714E+14,"Pollution Control Board, Assam",These ads ran without a disclaimer,≤100,1
1.00226E+14,R.p. Singh,These ads ran without a disclaimer,≤100,1
2.68666E+14,Breaking The Norms - Podcast By Sarika,These ads ran without a disclaimer,≤100,1
8.16657E+14,The Palm Court,These ads ran without a disclaimer,≤100,2
2.28828E+14,Bahawalpuri Tv,These ads ran without a disclaimer,≤100,1
2.23064E+14,SomewithShiv,These ads ran without a disclaimer,≤100,1
1.00282E+14,Simran,These ads ran without a disclaimer,≤100,1
1.00612E+14,Monideep Chowdhury,These ads ran without a disclaimer,≤100,1
2.7499E+14,kannadahindisangam,These ads ran without a disclaimer,≤100,1
1.00531E+14,Zenith R. Meganathan,These ads ran without a disclaimer,≤100,1
1.25213E+14,Coconad,These ads ran without a disclaimer,≤100,1
1.01437E+14,Siddesh Dhauskar,These ads ran without a disclaimer,≤100,2
1.72154E+14,_rishi_patil_07,These ads ran without a disclaimer,≤100,1
3.79627E+14,Virendra Thakur,These ads ran without a disclaimer,≤100,1
1.58664E+14,Hemantkumar Yawale,These ads ran without a disclaimer,≤100,3
1.221E+17,Sachin Chaugule,These ads ran without a disclaimer,≤100,1
1.85567E+14,"Toritos Restaurant, Cafe Time and Express",These ads ran without a disclaimer,≤100,1
3.05084E+14,senani_kalyanbabu,These ads ran without a disclaimer,≤100,1
1.01365E+14,Soulstory,These ads ran without a disclaimer,≤100,1
3.07297E+14,Ravi Kumar bairwa,These ads ran without a disclaimer,≤100,1
3.14866E+14,Doodh Ganga,These ads ran without a disclaimer,≤100,1
1.04731E+14,Kishan Kewatiya,These ads ran without a disclaimer,≤100,2
1.79889E+14,old coins rk,These ads ran without a disclaimer,≤100,2
1.07465E+14,Pasam sunil kumar,These ads ran without a disclaimer,≤100,1
1.11479E+14,Suman Khan,These ads ran without a disclaimer,≤100,1
2.6979E+14,Yuva Devilal Dushyant,chunavneeti,≤100,1
1.37572E+14,Himtech Consultants Pvt Ltd,These ads ran without a disclaimer,≤100,1
2.92124E+14,ajithkumarsingu,These ads ran without a disclaimer,≤100,2
2.22958E+14,StudentHub,These ads ran without a disclaimer,≤100,2
1.94337E+14,RaniSa.Lucknow,These ads ran without a disclaimer,≤100,1
2.6493E+14,Honorary Doctorate,These ads ran without a disclaimer,≤100,2
5.71406E+14,Rupam Goswami,These ads ran without a disclaimer,≤100,1
1.04767E+14,Dakini Translations and Publications,These ads ran without a disclaimer,≤100,1
2.58977E+14,old coin company Sahi process,These ads ran without a disclaimer,≤100,1
7.22955E+14,futer_cm,These ads ran without a disclaimer,≤100,1
3.6056E+14,india_after_modi,These ads ran without a disclaimer,≤100,1
1.95887E+14,baatcheet_tara,These ads ran without a disclaimer,≤100,1
5.63435E+14,Human Rights Council of India,These ads ran without a disclaimer,≤100,1
1.22622E+14,Neel Renewables,These ads ran without a disclaimer,≤100,2
1.03158E+14,jagdeep_singh_kaka_brar,These ads ran without a disclaimer,≤100,1
1.32444E+14,Amit kumar verma,These ads ran without a disclaimer,≤100,1
1.03542E+14,Jesh Kesharwani,These ads ran without a disclaimer,≤100,1
2.588E+14,mohanchainsandjewels,These ads ran without a disclaimer,≤100,1
1.11083E+15,Aseem by AseemShakti,These ads ran without a disclaimer,≤100,1
1.03772E+14,Swarup Biswas,These ads ran without a disclaimer,≤100,1
1.08443E+14,Swapan Pramanick,These ads ran without a disclaimer,≤100,1
3.77555E+14,Jollykids Preschool Daycare Center in Gorai,These ads ran without a disclaimer,≤100,1
1.22103E+17,thejunglerox,These ads ran without a disclaimer,≤100,1
1.68362E+15,StockEdge,These ads ran without a disclaimer,≤100,2
3.01159E+14,Proddaturi Potugallu,M Design and Marketing,≤100,1
1.00206E+14,Best Garment Factory Outlet,These ads ran without a disclaimer,≤100,1
2.63614E+14,Jeevandeep Finance,These ads ran without a disclaimer,≤100,1
2.16708E+14,Equaltisime Economy OfLamine English,These ads ran without a disclaimer,≤100,1
1.39303E+14,jhol.kanpuriya,These ads ran without a disclaimer,≤100,1
1.14413E+14,Nilambari Herbal Adivasi haiir oil,These ads ran without a disclaimer,≤100,1
2.25366E+14,teamkuldeepsinghbainslabjp,These ads ran without a disclaimer,≤100,1
1.02291E+14,Gyanu Pandit,These ads ran without a disclaimer,≤100,1
1.00361E+14,ankitgurus,These ads ran without a disclaimer,≤100,1
1.03614E+14,Nirvana Naturals,These ads ran without a disclaimer,≤100,1
2.91422E+14,deepaksharma.sharma950,These ads ran without a disclaimer,≤100,1
1.10986E+14,सनातन भगवा रक्षक महासंघ,These ads ran without a disclaimer,≤100,1
2.30864E+14,Narendra Chauhan,These ads ran without a disclaimer,≤100,1
1.06708E+14,mr_pranay_salunkhe,These ads ran without a disclaimer,≤100,1
1.79568E+14,"Global Star Hospital, Raipur",These ads ran without a disclaimer,≤100,1
2.05231E+14,Srenevasulu Aranii,These ads ran without a disclaimer,≤100,1
1.02101E+14,Rajeev Chaturvedi,These ads ran without a disclaimer,≤100,1
6.14608E+14,Burnett Homeopathy Pvt. Ltd.,These ads ran without a disclaimer,≤100,1
1.0692E+14,raj_gupta__bjp,These ads ran without a disclaimer,≤100,2
2.65739E+14,Mithu Basu,These ads ran without a disclaimer,≤100,2
6.43775E+14,Amarshan,These ads ran without a disclaimer,≤100,1
2.87264E+14,Rohit,These ads ran without a disclaimer,≤100,1
3.06414E+14,__shk_sahil__,These ads ran without a disclaimer,≤100,3
2.09321E+14,iqra_aspirant_library_2024,These ads ran without a disclaimer,≤100,1
1.05746E+14,Manoj verma,These ads ran without a disclaimer,≤100,1
2.75465E+14,Sankey Thakur,These ads ran without a disclaimer,≤100,1
1.0574E+14,Inaaya solar care,These ads ran without a disclaimer,≤100,1
1.93158E+15,BMW Gallops Autohaus Ahmedabad,These ads ran without a disclaimer,≤100,1
1.07942E+14,PVL Army,These ads ran without a disclaimer,≤100,1
2.92149E+14,DM South-East,These ads ran without a disclaimer,≤100,2
3.14002E+14,old coin company Sahi process real buyer contact number 9521688104,These ads ran without a disclaimer,≤100,1
1.08621E+14,Amit Rao Palway,These ads ran without a disclaimer,≤100,1
1.01089E+14,Aman Thapar,These ads ran without a disclaimer,≤100,1
1.07027E+14,Thakursanjeev Kumar,These ads ran without a disclaimer,≤100,1
1.03047E+14,malirushikesh1289,These ads ran without a disclaimer,≤100,1
1.14177E+14,स्वयंघोषित देशभक्तांचे वास्तव,These ads ran without a disclaimer,≤100,1
1.13021E+14,Somnath Dutta,These ads ran without a disclaimer,≤100,1
1.04414E+14,digital.dny,These ads ran without a disclaimer,≤100,2
1.06524E+14,Pawan Annu Neta Ji,These ads ran without a disclaimer,≤100,1
2.71489E+14,Jalna Youngsters,These ads ran without a disclaimer,≤100,1
1.16446E+14,Incredible Jinan,These ads ran without a disclaimer,≤100,1
3.06777E+14,Lakshaybhatia001,These ads ran without a disclaimer,≤100,1
1.45001E+14,Ved Tandon,These ads ran without a disclaimer,≤100,1
5.28219E+14,"Emmanuel Mission Senior Secondary School, Jaisalmer",These ads ran without a disclaimer,≤100,1
2.3837E+14,Team Gajendra Singh Shekhawat,These ads ran without a disclaimer,≤100,1
1.02021E+14,Invest_with_kartik,These ads ran without a disclaimer,≤100,1
1.00453E+14,KBKBY,These ads ran without a disclaimer,≤100,2
1.51613E+14,rkh_sikh_religious_store,These ads ran without a disclaimer,≤100,1
1.06829E+14,Rakesh Kumar,These ads ran without a disclaimer,≤100,1
1.34242E+14,Rajesh Kumar Mahto,These ads ran without a disclaimer,≤100,1
7.39695E+14,Bharat ki awaz,These ads ran without a disclaimer,≤100,2
1.07759E+14,panjabi__saahit,These ads ran without a disclaimer,≤100,1
1.59056E+14,Fresh Fruit Portal,These ads ran without a disclaimer,≤100,1
1.37232E+14,ishita_goes_places,These ads ran without a disclaimer,≤100,1
1.62682E+14,Haroon Chaudhry MD,These ads ran without a disclaimer,≤100,1
2.51422E+14,अर्जुन झदाव,These ads ran without a disclaimer,≤100,1
1.17972E+14,Maedesa,These ads ran without a disclaimer,≤100,1
1.11176E+14,Dr. Sanjeev Ganesh Naik,These ads ran without a disclaimer,≤100,1
1.02426E+14,ronakagarwal777,These ads ran without a disclaimer,≤100,1
1.08549E+14,Aadinath Ur Homes,These ads ran without a disclaimer,≤100,1
8.63029E+14,janprakashan.com,These ads ran without a disclaimer,≤100,1
1.86796E+15,Lalmalsawma Nghaka,These ads ran without a disclaimer,≤100,1
3.21723E+14,jaypalranawat__bjp,These ads ran without a disclaimer,≤100,1
2.36095E+14,kaif04786,These ads ran without a disclaimer,≤100,1
1.09314E+14,Adivasi neelambari herbal hair oil,These ads ran without a disclaimer,≤100,3
6.67225E+14,Hapbco Calicut,These ads ran without a disclaimer,≤100,1
1.5614E+15,Legal Reporter,These ads ran without a disclaimer,≤100,1
1.12505E+14,Bhanzu,These ads ran without a disclaimer,≤100,1
1.79596E+14,Hotel Vasu Phagwara,These ads ran without a disclaimer,≤100,1
1.00837E+14,Rudraksh Medical,These ads ran without a disclaimer,≤100,1
3.18581E+14,ସଞ୍ଜୟ କୁମାର ନାୟକ,These ads ran without a disclaimer,≤100,1
1.09201E+14,Nilesh Astrology & Family Counselor,These ads ran without a disclaimer,≤100,1
1.11147E+14,Gondu Shankar,These ads ran without a disclaimer,≤100,3
2.54277E+14,Centralis,These ads ran without a disclaimer,≤100,1
